{ { 3 2 4 6 1 }, 5 }
{ { 3 2 4 5 6 }, 1 }
{ { 3 2 4 5 1 }, 6 }
{ { 1 2 3 4 5 7 8 9 10 }, 6 }
{ { 1 3 2 4 6 }, 5 }
{ { 1 5 6 4 3 }, 2 }
{ { 4 1 2 5 }, 3 }
{ { 5 6 7 1 4 2 }, 3 }
{ { 1 5 6 8 7 4 3 }, 2 }
{ { 1 2 3 4 6 }, 5 }
{ { 8 7 9 2 3 6 4 5 }, 1 }
{ { 1 6 2 4 5 }, 3 }
{ { 1 3 5 4 6 }, 2 }
{ { 1 5 6 2 3 }, 4 }
{ { 2 4 5 1 6 }, 3 }
{ { 5 6 4 2 7 3 }, 1 }
{ { 6 5 1 2 4 }, 3 }
{ { 3 2 5 1 }, 4 }
{ { 5 3 6 4 1 }, 2 }
{ { 2 6 5 7 1 3 }, 4 }
{ { 5 6 1 4 7 2 }, 3 }
{ { 4 3 1 2 }, 5 }
{ { 6 5 3 2 4 }, 1 }
{ { 6 2 3 1 4 }, 5 }
{ { 6 1 3 2 5 }, 4 }
{ { 8 3 4 5 7 1 2 }, 6 }
{ { 1 6 4 2 5 }, 3 }
{ { 5 6 4 1 3 }, 2 }
{ { 7 5 6 4 2 3 }, 1 }
{ { 10 6 5 9 3 8 2 1 7 }, 4 }
{ { 7 6 5 2 3 1 }, 4 }
{ { 2 5 4 3 1 }, 6 }
{ { 1 2 5 4 }, 3 }
{ { 3 4 7 5 2 6 1 9 }, 8 }
{ { 1 5 4 2 }, 3 }
{ { 9 7 6 4 8 11 5 10 3 2 }, 1 }
{ { 4 9 1 3 2 8 6 10 7 11 }, 5 }
{ { 1 7 8 6 4 5 2 }, 3 }
{ { 6 2 4 3 1 7 }, 5 }
{ { 9 6 7 4 1 8 3 2 }, 5 }
{ { 6 4 3 5 2 1 }, 7 }
{ { 3 1 5 4 2 }, 6 }
{ { 4 1 5 2 7 6 8 }, 3 }
{ { 4 5 1 2 }, 3 }
{ { 4 5 1 3 6 }, 2 }
{ { 6 5 2 1 3 }, 4 }
{ { 7 4 3 8 9 6 1 2 }, 5 }
{ { 2 1 3 6 7 5 }, 4 }
{ { 3 1 7 4 6 5 }, 2 }
{ { 2 3 5 4 7 6 }, 1 }
{ { 3 4 7 6 1 5 }, 2 }
{ { 9 1 2 8 3 4 5 7 }, 6 }
{ { 4 5 2 3 }, 1 }
{ { 1 5 2 6 3 }, 4 }
{ { 6 1 5 3 2 4 }, 7 }
{ { 1 4 2 3 5 }, 6 }
{ { 6 1 7 5 2 3 }, 4 }
{ { 4 3 2 7 1 6 }, 5 }
{ { 1 6 4 3 5 }, 2 }
{ { 3 1 6 5 7 4 }, 2 }
{ { 5 1 6 2 3 }, 4 }
{ { 3 2 6 5 1 4 }, 7 }
{ { 4 1 6 3 2 }, 5 }
