{ 512, 1 }
{ 64, 1 }
{ 8, 1 }
{ 0, 0 }
{ 56, 0 }
{ 15, 0 }
{ 25, 0 }
{ 6792, 0 }
{ 6429, 0 }
{ 7999, 0 }
{ 9708, 0 }
{ 1177, 0 }
{ 8881, 0 }
{ 6101, 0 }
{ 8414, 0 }
{ 691, 0 }
{ 9380, 0 }
{ 8309, 0 }
{ 2541, 0 }
{ 4532, 0 }
{ 9753, 0 }
{ 3412, 0 }
{ 7547, 0 }
{ 3289, 0 }
{ 6642, 0 }
{ 2146, 0 }
{ 8392, 0 }
{ 751, 0 }
{ 5669, 0 }
{ 1520, 0 }
{ 3541, 0 }
{ 111, 0 }
{ 8870, 0 }
{ 6376, 0 }
{ 5076, 0 }
{ 7517, 0 }
{ 9046, 0 }
{ 3726, 0 }
{ 587, 0 }
{ 5641, 0 }
{ 1165, 0 }
{ 179, 0 }
{ 5640, 0 }
{ 4161, 0 }
{ 9905, 0 }
{ 6734, 0 }
{ 8992, 0 }
{ 372, 0 }
{ 4977, 0 }
{ 7449, 0 }
{ 3508, 0 }
{ 1641, 0 }
{ 4178, 0 }
{ 8553, 0 }
{ 1955, 0 }
{ 5283, 0 }
{ 8403, 0 }
{ 4412, 0 }
{ 2666, 0 }
{ 3307, 0 }
{ 8103, 0 }
{ 1273, 0 }
{ 4038, 0 }
{ 4172, 0 }
{ 7881, 0 }
{ 28, 0 }
{ 6603, 0 }
{ 5528, 0 }
{ 4377, 0 }
{ 7759, 0 }
{ 9298, 0 }
{ 5016, 0 }
{ 6070, 0 }
{ 6419, 0 }
{ 2951, 0 }
{ 4064, 0 }
{ 6400, 0 }
{ 2374, 0 }
{ 3550, 0 }
{ 4073, 0 }
{ 9492, 0 }
{ 2489, 0 }
{ 3559, 0 }
{ 4915, 0 }
{ 1313, 0 }
{ 5737, 0 }
{ 1450, 0 }
{ 3125, 0 }
{ 6795, 0 }
{ 9076, 0 }
{ 4837, 0 }
{ 9303, 0 }
{ 9776, 0 }
{ 235, 0 }
{ 164, 0 }
{ 1503, 0 }
{ 8813, 0 }
{ 2630, 0 }
{ 5296, 0 }
{ 935, 0 }
{ 523, 0 }
{ 7862, 0 }
{ 890, 0 }
{ 2128, 0 }
{ 2879, 0 }
{ 7937, 0 }
{ 721, 0 }
{ 6358, 0 }
{ 9626, 0 }
{ 5920, 0 }
{ 1487, 0 }
{ 5589, 0 }
{ 3469, 0 }
{ 7032, 0 }
{ 3709, 0 }
{ 7018, 0 }
{ 3537, 0 }
{ 8176, 0 }
{ 6515, 0 }
{ 7683, 0 }
{ 1917, 0 }
{ 7659, 0 }
{ 6100, 0 }
{ 8770, 0 }
{ 2860, 0 }
{ 7920, 0 }
{ 6159, 0 }
{ 5784, 0 }
{ 578, 0 }
{ 5164, 0 }
{ 1793, 0 }
{ 6470, 0 }
{ 3390, 0 }
{ 9069, 0 }
{ 1592, 0 }
{ 4692, 0 }
{ 3810, 0 }
{ 3342, 0 }
{ 3396, 0 }
{ 1317, 0 }
{ 7354, 0 }
{ 5529, 0 }
{ 6724, 0 }
{ 2338, 0 }
{ 5504, 0 }
{ 4175, 0 }
{ 8681, 0 }
{ 2274, 0 }
{ 2455, 0 }
{ 8482, 0 }
{ 8854, 0 }
{ 2106, 0 }
{ 4244, 0 }
{ 7787, 0 }
{ 7473, 0 }
{ 2363, 0 }
{ 5629, 0 }
{ 9006, 0 }
{ 1042, 0 }
{ 7246, 0 }
{ 5124, 0 }
{ 5619, 0 }
{ 4910, 0 }
{ 174, 0 }
{ 2697, 0 }
{ 6220, 0 }
{ 4506, 0 }
{ 1695, 0 }
{ 3251, 0 }
{ 8479, 0 }
{ 2386, 0 }
{ 7596, 0 }
{ 1335, 0 }
{ 1722, 0 }
{ 8346, 0 }
{ 2618, 0 }
{ 5927, 0 }
{ 5434, 0 }
{ 9744, 0 }
{ 3833, 0 }
{ 6799, 0 }
{ 2867, 0 }
{ 5707, 0 }
{ 1756, 0 }
{ 3912, 0 }
{ 326, 0 }
{ 5293, 0 }
{ 5310, 0 }
{ 6817, 0 }
{ 4543, 0 }
{ 3803, 0 }
{ 1130, 0 }
{ 9437, 0 }
{ 1107, 0 }
{ 8930, 0 }
{ 1525, 0 }
{ 6788, 0 }
{ 969, 0 }
{ 9811, 0 }
{ 1167, 0 }
{ 6459, 0 }
{ 5518, 0 }
{ 6764, 0 }
{ 8923, 0 }
{ 2849, 0 }
{ 2205, 0 }
{ 3985, 0 }
{ 8712, 0 }
{ 351, 0 }
{ 7867, 0 }
{ 4540, 0 }
{ 7586, 0 }
{ 6098, 0 }
{ 899, 0 }
{ 2252, 0 }
{ 9899, 0 }
{ 863, 0 }
{ 780, 0 }
{ 582, 0 }
{ 1787, 0 }
{ 5429, 0 }
{ 4326, 0 }
{ 5995, 0 }
{ 1137, 0 }
{ 1023, 0 }
{ 3280, 0 }
{ 3610, 0 }
{ 5967, 0 }
{ 7692, 0 }
{ 2604, 0 }
{ 7824, 0 }
{ 767, 0 }
{ 1394, 0 }
{ 9415, 0 }
{ 4938, 0 }
{ 2488, 0 }
{ 8822, 0 }
{ 4779, 0 }
{ 5062, 0 }
{ 8823, 0 }
{ 4025, 0 }
{ 4460, 0 }
{ 6524, 0 }
{ 6993, 0 }
{ 7974, 0 }
{ 9600, 0 }
{ 1339, 0 }
{ 3012, 0 }
{ 2282, 0 }
{ 603, 0 }
{ 2740, 0 }
{ 5941, 0 }
{ 6587, 0 }
{ 1734, 0 }
{ 5308, 0 }
{ 3768, 0 }
{ 3748, 0 }
{ 2307, 0 }
{ 9972, 0 }
{ 8400, 0 }
{ 3221, 0 }
{ 9670, 0 }
{ 9692, 0 }
{ 3205, 0 }
{ 3420, 0 }
{ 2684, 0 }
{ 8344, 0 }
{ 741, 0 }
{ 5917, 0 }
{ 2957, 0 }
{ 9396, 0 }
{ 7668, 0 }
{ 7563, 0 }
{ 477, 0 }
{ 9, 0 }
{ 8935, 0 }
{ 4608, 0 }
{ 2032, 0 }
{ 9490, 0 }
{ 6899, 0 }
{ 6251, 0 }
{ 4762, 0 }
{ 291, 0 }
{ 5192, 0 }
{ 4052, 0 }
{ 3093, 0 }
{ 4548, 0 }
{ 7138, 0 }
{ 9120, 0 }
{ 7046, 0 }
{ 1382, 0 }
{ 9893, 0 }
{ 910, 0 }
{ 5329, 0 }
{ 1720, 0 }
{ 3179, 0 }
{ 2075, 0 }
{ 7210, 0 }
{ 4013, 0 }
{ 6742, 0 }
{ 6326, 0 }
{ 5370, 0 }
{ 925, 0 }
{ 9642, 0 }
{ 9531, 0 }
{ 7432, 0 }
{ 3939, 0 }
{ 6254, 0 }
{ 4810, 0 }
{ 5418, 0 }
{ 7250, 0 }
{ 7783, 0 }
{ 8778, 0 }
{ 2741, 0 }
{ 2685, 0 }
{ 6329, 0 }
