{ { 2, 3, 4, 5, 10, 15 }, 1 }
{ { 2, 10, 4, 5, 3, 15 }, 0 }
{ { 2 3 5 8 10 }, 1 }
{ { -1 1 0 }, 1 }
{ { -4 0 4 }, 1 }
{ { -1 2 -1 }, 1 }
{ { 0 5 10 20 40 80 }, 1 }
{ { 1 2 8 3 }, 1 }
{ { 0 1 2 6 3 }, 1 }
{ { 1 3 5 7 8 5 9 15 }, 1 }
{ { 1 8 10 12 }, 1 }
{ { 2 4 6 8 10 }, 1 }
{ { 10 12 15 18 20 }, 1 }
{ {}, 1 }
{ { 8 }, 1 }
{ { 9 }, 1 }
{ { 11 }, 1 }
{ { 12 }, 1 }
{ { 13 }, 1 }
{ { 14 }, 1 }
{ { 15 }, 1 }
{ { 7 8 8 9 10 9 9 10 11 10 11 12 11 12 13 }, 1 }
{ { 3 4 5 5 6 7 }, 1 }
{ { 3 4 5 6 5 6 7 7 8 9 }, 1 }
{ { 4 7 9 }, 1 }
{ { 1 3 6 }, 1 }
{ { 1 6 5 }, 1 }
{ { 6 8 10 }, 1 }
{ { 3 6 7 9 10 13 }, 1 }
{ { 4 6 4 }, 1 }
{ { -12 4 8 }, 1 }
{ { -8 -4 12 }, 1 }
{ { -14 -12 12 -10 14 16 }, 1 }
{ { -8 -6 -4 }, 1 }
{ { -18 -16 -14 }, 1 }
{ { 1 2 3 5 7 8 10 9 11 12 }, 1 }
{ { -5 -1 0 2 1 6 5 4 2 }, 1 }
{ { -20 0 10 20 }, 1 }
{ { -15 0 10 8 }, 1 }
{ { 3 6 7 8 10 12 15 18 100 }, 1 }
{ { -8 -4 }, 1 }
{ { -10 -8 -6 }, 1 }
{ { -8 -6 -4 20 }, 1 }
{ { -6 4 2 }, 1 }
{ { -1 0 0 }, 1 }
{ { 1 4 7 8 10 }, 1 }
{ { 1 7 8 }, 1 }
{ { 1 4 7 }, 1 }
{ { 7 9 }, 1 }
{ { 2 4 6 }, 1 }
{ { -10 -8 -7 -4 -1 }, 1 }
{ { -8 -7 -1 }, 1 }
{ { -7 -4 -1 }, 1 }
{ { -9 -7 }, 1 }
{ { -5 -3 -1 }, 1 }
{ { -10 -7 0 0 -6 }, 1 }
{ { 1 2 6 10 18 54 }, 1 }
{ { 2 8 10 15 16 30 32 64 }, 1 }
{ { 1 2 6 18 36 54 }, 1 }
{ { 1 2 4 16 }, 1 }
{ { 1 2 3 6 18 22 }, 1 }
{ { 5 8 9 11 12 15 }, 1 }
